OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
9235700,985.265625,130.342187926736,11101,Hotel The Clover,"OAL INVESTMENTS, S.A.",FG ACTA PORTUGAL SOCIEDADE UNIPESSOAL LDA,Hotel,4,65,102,65,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2023, ,,, ,,Não,Não,Não,,Não,,Não,,Não,https://www.hoteltheclover.com/pt/,g.pinheiro@actahotels.com,"Rua Gonçalo Cristovão, 102-110",4000-264,PORTO,"41.1537 ; -8.6069",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,,2023/06/28 00:00:00+00,Não,11101
9235703,1154.9619140625,158.071581881055,11106,Hotel G.A Palace,"GA Hotels, Lda.","GA Hotels, Lda.",Hotel,5,65,130,63,2,0,0,0,NaoIntegra,,Não,Não,0,Sim,"Piscina exterior e interior, Ginásio",2023, ,,, ,,Não,Não,Não,,Não,,Não,,Não,www.gapalacehotel.com,info@gapalacehotel.com,"Rua Alexandre Herculano, 289",4000-055,PORTO,"41.14404 ; -8.60523",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não abrangido,Não abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,,Sim,,2023/06/28 00:00:00+00,Não,11106
9235752,678.17822265625,117.297766471718,1144,Porto Domus Hotel,FIRMEZA INDUSTRIA HOTELEIRA LDA,FIRMEZA INDUSTRIA HOTELEIRA LDA,Hotel,3,26,40,24,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de estar/bar,1989,Sim,2017/06/05 00:00:00+00,2022/06/05 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,gerencia@portodomushotel.pt,"Rua Firmeza, 19",4000-227,Porto,"41,1510295502981 ; -8,60079878270034",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2023/05/10 00:00:00+00,Sim,1144
9235776,5.51953125,8.33839628562302,1168,PORTO PALÁCIO HOTEL BY THE EDITORY,CA PATRIMÓNIO CRESCENTE - FUNDO DE INVESTIMENTO IMOBILIÁRIO ABERTO,"Porto Palácio Hotel - Exploração Hoteleira, S.A.",Hotel,5,251,502,233,17,1,0,0,NaoIntegra,,Não,Não,0,Não,"Health club; Bar; Foyer; Espaço para crianças",0,Sim,2017/10/12 00:00:00+00,2022/10/12 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.editoryhotels.com/porto-palacio,portopalacio@editoryhotels.pt,"Avenida da Boavista, 1269",4100-130,Porto,"41,1589038236574 ; -8,63880765156902",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/07/20 00:00:00+00,Sim,1168
9235834,412.35595703125,116.349933299826,1225,Hotel Mira D' Aire 2 *,IDALINA FONSECA DA CRUZ SOCIEDADE UNIPESSOAL LDA,IDALINA FONSECA DA CRUZ SOCIEDADE UNIPESSOAL LDA,Hotel,2,11,22,11,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de bar e pequenos-almoços,1989,Sim,2019/11/18 00:00:00+00,2024/11/18 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotelmiradaire.com,geral@hotelmiradaire.com,"Rua Alvares Cabral, 197",4050-041,Porto,"41,1549986377098 ; -8,61644058008635",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/12/06 00:00:00+00,Sim,1225
9235915,1360.9609375,176.086608798533,1319,Hotel Peninsular,Jose Moreira martins,Hostex Sociedade de Empreendimentos Hoteleiros Lda,Hotel,2,38,75,38,0,0,0,0,NaoIntegra,,Não,Sim,50,Não,"Bar; sala pequenos almoços",1957,Sim,2020/11/27 00:00:00+00,2025/11/27 00:00:00+00,Não,2013/05/21 00:00:00+00,Não,Não,Não,,Não,,Não,,Sim,www.hotel-peninsular.pt,info@hotel-peninsular.pt,"Rua Sá da Bandeira, 21",4000-433,Porto,"41,1465138840172 ; -8,6103348985611",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/06/28 00:00:00+00,Sim,1319
9235918,3843.84375,286.833110095021,1323,HOTEIS BETA,"Escoinve - Soc. Investimentos Turisticos, SA","ESCOINVE - SOCIEDADE DE INVESTIMENTOS TURÍSTICOS, S.A.",Hotel,4,126,252,120,6,0,0,0,NaoIntegra,,Não,Sim,300,Sim,"Restaurante; Bar; Ginásio; Piscina interior; Jacuzzi; Banho Turco; Sauna; gabinetes de massagem; Salão Polivalente; Esplanada",1986,Sim,2014/07/21 00:00:00+00,2019/07/21 00:00:00+00,ProjetoAlteracoes,2015/03/13 00:00:00+00,Não,Não,Não,,Não,,Não,,Não,https://www.belverhotels.com,director.betaporto@belverhotels.com,RUA DO AMIAL 601,4200-062,Porto,"41,1781398737493 ; -8,61432645576089",Fiavel,Paranhos (Porto),Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,1323
9235946,5.5390625,8.35358354758223,1351,Apartamentos Turísticos Nau,STP Sociedade Turistica Portuguesa Lda,STP Sociedade Turistica Portuguesa Lda,ApartamentosTuristicos,3,21,48,0,0,21,0,0,NaoIntegra,,Não,Não,0,Não,,1981,Por reconverter,,,Não,,Sim,Não,Não,,Não,,Não,,Não,,reservas@hotelnave.com,"Rua dos Abraços, 16",4000-012,Porto,"41,1524070446258 ; -8,59770018238523",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,1351
9235971,647.052734375,136.116200392479,138,Casual Inca Porto,Ajanta Investimentos Imobiliarios Sa,CASUALPRICE 2 LDA,Hotel,4,62,118,58,4,0,0,0,NaoIntegra,,Não,Sim,25,Não,"Sala de reuniões; Ginásio",1981,Sim,2016/07/19 00:00:00+00,2021/07/19 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,https://casualhoteles.com/hoteles-oporto,tcardoso@casualhoteles.com,"Praça Coronel Pacheco, 52",4050-453,Porto,"41,1511574790337 ; -8,61460123621452",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,138
9236056,5.5390625,8.35349284898291,1468,Residencial Santa Clara do Porto,A RIBEIRO E RIBEIRO LDA,"RUI CRISTÓVÃO UNIPESSOAL, LDA",Hotel,2,15,30,15,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,0,Por reconverter,,,Não,,Não,Não,Não,,Não,,Não,,Não,,geral@residencial-girassol.com,"Rua da Alegria, 313",4000-433,Porto,"41,1515302124565 ; -8,60437825991601",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,1468
9236057,5.51611328125,8.33714299850613,1469,Residencial Porto Rico,ALBERTO SOEIRO E SANTOS LDA,ALBERTO SOEIRO E SANTOS LDA,Hotel,2,15,27,15,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de Pequenos almoços,0,Por reconverter,,,ProjetoAlteracoes,2013/09/13 00:00:00+00,Não,Não,Não,,Não,,Não,,Não,,portorico@hotelpaulista.com,"Rua do Almada, 237",4050-038,Porto,"41,1487658700573 ; -8,61221371342376",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,1469
9236059,5.517578125,8.33689450178094,1470,Hotel Girassol,MELOS E CARDOSO LDA,MELOS E CARDOSO LDA,Hotel,2,18,36,18,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar,0,Sim,2015/06/26 00:00:00+00,2020/06/26 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotelgirassolporto.com,geral@hotelgirassolporto.com,"Rua Sá da Bandeira, 133",4000-433,Porto,"41,1472211340663 ; -8,60908207058484",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,1470
9236060,876.3056640625,123.649605806078,1471,Hotel Paulista,MELOS E CUNHA LDA,MELOS E CUNHA LDA,Hotel,2,28,52,28,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar, Sala de pequenos-almoços, sala de leitura",0,Sim,2015/02/10 00:00:00+00,2020/02/10 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,paulista@hotelpaulista.com,"Avenida dos Aliados, 214",4000-065,Porto,"41,1488371375994 ; -8,61028720493701",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,1471
9236067,934.0908203125,159.752406386756,1479,Hotel Aliados,ACACIO MARTINS E CIA LDA,ACACIO MARTINS E CIA LDA,Hotel,3,43,81,41,2,0,0,0,NaoIntegra,,Não,Sim,98,Não,"Bar; Sala de conferências",1932,Sim,2015/08/12 00:00:00+00,2020/08/12 00:00:00+00,Não,,Não,Não,Sim,certificação energética e da qualidade do ar inter,Não,,Sim,"inspecção instalação gás, central de incêndios meios de combate, manutenção inspecção anual em bocas de incendio,plano seg,
verdoreca, intervenção a pragas, conservação manutencao elevador e HCCP
",Sim,https://www.hotelaliados.com,fernandobarrias@mail.telepac.pt,rua elisio de melo nº 27,4000-196,Porto,"41,1477503663713 ; -8,61161213385898",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,1479
9236125,574.72705078125,113.741559708526,1533,Hotel Vice-Rei,Transaérea - Empresa de hotelaria turismo e viage,Transaérea - Empresa de hotelaria turismo e viage,Hotel,2,55,110,55,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,0,Sim,2017/02/02 00:00:00+00,2022/02/02 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotelvicerei.com,geral@hotelvicerei.com,"Rua Júlio Dinis, 779",4050-326,Porto,"41,1556217008484 ; -8,62783000085864",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2021/06/28 00:00:00+00,Sim,1533
9236131,5.51611328125,8.33699960840669,154,Hotel Infante Sagres,"SAGROTEL HOTELS, S.A.","SAGROTEL HOTELS, S.A.",Hotel,5,85,170,62,23,0,0,0,NaoIntegra,,Não,Sim,10,Não,"Bar; Lojas; 2 Restaurantes; Sala de estar privada; Piscina exterior",1951,Sim,2022/06/09 00:00:00+00,2027/06/09 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.hotelinfantesagres.pt,gm@infantesagres.com,"Praça D. Filipa de Lencastre, n.º 62",4050-259,Porto,"41,1478919880607 ; -8,6127003165103",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/06/27 00:00:00+00,Sim,154
9236184,5.517578125,8.33807951279212,1592,Hotel Miradouro,"COOPERATIVA DE PRODUÇÃO DOS OPERÁRIOS PEDREIROS PORTUENSES, C.R.L.","Mepa - serviços de Gastronomia e Hotelaria, Lda",Hotel,2,30,54,30,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,0,Sim,2011/03/11 00:00:00+00,2015/03/11 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,,alb.miradouro@miradouro-portucale.com,"Rua da Alegria, 598",4000-037,Porto,"41,155831892855 ; -8,60225073417723",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,1592
9236185,1074.41943359375,169.004465106755,1593,HF Ipanema Porto,IMOREY - Empreendimentos ImobilÃ¡rios e TurÃ­stic,Expotel - Exploração e Administração Hoteleira LDA,Hotel,4,150,300,150,0,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Salas polivalentes (5); Sala de Internet; Restaurante; Bar",1984,Sim,2018/08/14 00:00:00+00,2023/08/14 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hfhotels.com,hfcompliance@hfhotels.com,"Rua do Campo Alegre, 156-172",4150-159,Porto,"41,152899195777 ; -8,62998805288624",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,1593
9236260,5.5205078125,8.340941057365,168,Star Inn Porto,MINI PRICE HOTELS PORTO S A,MINI PRICE HOTELS PORTO S A,Hotel,3,206,404,198,8,0,0,0,NaoIntegra,,Não,Sim,10,Não,"Zona de estar; Zona de bar; Restaurante",2008,Sim,2018/09/26 00:00:00+00,2023/09/26 00:00:00+00,Não,,Não,Não,Não,,Sim,HACCP,Não,,Não,www.hotelstarinn.com,geral@hotihoteis.com,Rua Senhora do Porto nº 930,4250-453,Porto,"41,1793940117687 ; -8,6241451209938",Fiavel,Ramalde,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,168
9236276,782.9833984375,123.173491722848,183,Hotel Douro,HOTEL DOURO SA,HOTEL DOURO SA,Hotel,3,45,64,44,1,0,0,0,NaoIntegra,,Não,Sim,40,Não, ,1994,Sim,2009/11/26 00:00:00+00,2013/11/26 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hoteldouro.pt,geral@hoteldouro.pt,"Rua da Meditação,71",4150-487,Porto,"41,15675414932 ; -8,6308840228533",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,183
9236297,5.52294921875,8.33865214077292,204,Sheraton Porto Hotel & Spa,"HDP PORTO - HOTEIS DE PORTUGAL, S.A.","HDP PORTO - HOTEIS DE PORTUGAL, S.A.",Hotel,5,266,532,241,25,0,0,0,NaoIntegra,,Não,Sim,1000,Sim,"Restaurante; Bar; SPA; Piscina interior; Ginásio",2003,Sim,2017/06/05 00:00:00+00,2022/06/05 00:00:00+00,Não,,Não,Não,Sim,Green Key,Não,,Não,,Não,www.sheratonporto.com,ana.tavares@sheratonporto.com,"Rua Tenente Valadim, 146",4100-476,Porto,"41,1611950158526 ; -8,64026667824258",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,204
9236307,2790.46142578125,239.354630250853,215,Grande Hotel de Paris,"Ajanta - Investimentos Imobiliários, S.A.",JUST STAY HOTELS S A,Hotel,3,42,84,38,4,0,0,0,NaoIntegra,,Não,Sim,10,Não,"Zonas de estar; Bar, Business center; Sala de leitura; Jardim; Esplanada",1877,Sim,2018/12/17 00:00:00+00,2023/12/17 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.stayhotels.pt,grandehoteldeparis@stayhotels.pt,"Rua da Fábrica, 27/29",4050-249,Porto,"41,1471385517792 ; -8,61277534050283",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não Abrangido,Não Abrangido,Não Abrangido,Sim,Sim,,Sim,215
9236336,5.5146484375,8.3366758678142,243,Legendary Porto Hotel,ERMIDA E CIA LDA,ERMIDA E CIA LDA,Hotel,3,113,187,113,0,0,0,0,NaoIntegra,,Não,Sim,20,Não, ,1945,Sim,2017/04/28 00:00:00+00,2022/04/28 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.legendaryportohotel.com,legendaryportohotel@continentalhotels.eu,"Praça da Batalha, 127-130",4000-102,Porto,"41,1457187558648 ; -8,60748641690358",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,243
9236338,5.5185546875,8.33844221904338,246,Portus Cale Hotel,ZH Hotel .S.A.,ZH Hotel .S.A.,Hotel,4,72,144,72,0,0,0,0,NaoIntegra,,Não,Não,90,Não,"Sala de estar; Bar; Cafetaria",2001,Sim,2017/04/12 00:00:00+00,2022/04/12 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,https://www.portuscalehotel.com,jcarapito@portuscalehotel.com,"Avenida da Boavista, 1060",4100-113,Porto,"41,1592441223683 ; -8,63633748199674",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2021/12/27 00:00:00+00,Sim,246
9236371,5.5185546875,8.33751709710736,282,HOTEL DOM HENRIQUE - DOWNTOWN,SOC GESTORA INICIATIVAS FINANCEIRAS SOGIN SA,SOC GESTORA INICIATIVAS FINANCEIRAS SOGIN SA,Hotel,4,112,214,90,22,0,0,0,NaoIntegra,,Não,Sim,200,Não,"Bar; Restaurante; Cinco salas de reuniões; Ginásio;",1973,Sim,2017/05/30 00:00:00+00,2022/05/30 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.hoteldomhenrique.pt,geral@hoteldomhenrique.pt,"Rua Guedes de Azevedo, 179",4000-009,Porto,"41,1521678547672 ; -8,6071741907635",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,282
9236378,9813.5625,403.241549414354,2878,HF Ipanema Park,RO - EMPREENDIMENTOS E PARTICIPAÇÕES,Expotel - Exploração e Administração Hoteleira LDA,Hotel,5,280,560,266,14,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Bar; Salões polivalentes; Lojas; Restaurante; Cabeleireiro; Piscina interior e exterior; Minigolfe",0,Sim,2019/09/18 00:00:00+00,2024/09/18 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.hfhotels.com,hfcompliance@hfhotels.com,"Rua de Serralves, 124",4150-702,Porto,"41,1544117729919 ; -8,64985764548593",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/09/23 00:00:00+00,Sim,2878
